idno,univ,year,date,title,count
cu1806,CUHK,2014,2014-04-30,CUHK Students Hold Special Screening of Ocean Films for Visually Impaired ,1
cu0948,CUHK,2011,2011-01-11,CUHK Hosts Public Lecture Series on Gender Studies 2011 Public is Welcome,1
pu0416,PolyU,2003,2003-03-31,PolyU's Human Rainbow on Guinness Record,1
pu1474,PolyU,2003,2003-11-11,PolyU organizes advanced programme for hospitality industry,1
hu1208,HKU,2008,2008-03-19,Dr Cheng Yu-Tung donated HK$400M to The University of Hong Kong,1
hu1434,HKU,2013,2013-12-12,Yip Shiu Tak’s Cantonese Opera Manuscripts (in Chinese and English) New Publication,1
pu1030,PolyU,2008,2008-09-10,Chinese national teams highly commend PolyU's contribution to Beijing Olympics,1
hu0404,HKU,2016,2016-04-13,Four distinguished HKU scholars receive Croucher Innovation and Senior Research Fellowship Awards,1
cu2290,CUHK,2016,2016-06-27,CUHK Presents 2015 Long Service Awards to 136 Members of Staff Two Awardees Share Unforgettable Experience at CUHK,1
hu1164,HKU,2012,2012-10-30,HKU Council Chairman Dr Leong Che-hung reappointed for another term,1
cu0216,CUHK,2009,2009-06-12,"Release of the Chinese University Council Reorganization Report Extending Membership to Undergraduate and Postgraduate Students, Academic and Non-academic Staff An Open and Transparent Process Embodying Extensive Views",1
cu1509,CUHK,2013,2013-03-19,"CUHK Signs Final Agreements with Shenzhen University and Shenzhen Government Inaugurating the Development of The Chinese University of Hong Kong, Shenzhen",1
pu0742,PolyU,2006,2006-12-15,PolyU shared the honour of its programme winning international re-accreditation with tourism experts at China Tourism Forum,1
hu0763,HKU,2014,2014-06-09,HKU identifies a new strategy to protect flowers from freezing stress,1
pu2465,PolyU,2013,2013-02-16,PolyU wins Most Supportive Group Award in HK Marathon again,1
hu0444,HKU,2012,2012-01-04,HKU announces 2012 Q1 HK Macroeconomic Forecast,1
hu0219,HKU,2003,2003-11-26,HKU,1
cu0748,CUHK,2007,2007-06-11,CUHK Study: Family chats about society help students learn more science,1
pu1701,PolyU,2006,2006-05-17,PolyU scholar named world's top 40 influential designers,1
cu0131,CUHK,2009,2009-11-05,Double Unit Unrelated Cord Blood Transplantation Sheds New Hopes for Children with Leukaemia,1
cu0977,CUHK,2011,2011-02-21,CUHK New Mentorship Programme Launched Leaders of Society Share Wisdom of Life with Students ,1
hu1336,HKU,2016,2016-01-05,HKU and international research teams quantified influenza virus diversity and transmission in humans,1
pu1698,PolyU,2006,2006-06-23,PolyU and CII-HK release findings on ageing buildings,1
pu1042,PolyU,2008,2008-10-14,PolyU study reflects the need to improve service quality of HK's retail sector,1
cu2208,CUHK,2016,2016-03-10,An Open Letter from the Task Force on Student Mental Wellness and Support Services,1
cu1854,CUHK,2014,2014-08-04,CUHK Researcher Predicts Threat to Global Food Security from Climate Change and Air Pollution in Newly Published Study,1
pu0406,PolyU,2003,2003-06-12,PolyU makes great strides in modernizing Chinese medicine,1
cu3006,CUHK,2003,2003-08-14,CUHK No. 1 Again in MBA Ranking,1
pu6130,PolyU,2015,2015-08-02,PolyU kicks off the 6th University Scholars Leadership Symposium,1
cu1411,CUHK,2012,2012-10-16,CUHK Proves External Counterpulsation Helps Augment Cerebral Blood Flow among Ischemic Stroke Patients ,1
cu0163,CUHK,2009,2009-09-24,Nobel Laureate in Economics Joined CUHK as Distinguished Professor-at-Large Professor Robert Mundell Lectured at CUHK on Global Financial Crisis,1
hu1050,HKU,2015,2015-07-30,Collaboration between HKU and Columbia University: Using Computer Model to Forecast Flu Outbreaks in a Subtropical Climate,1
cu2147,CUHK,2015,2015-12-09,CUHK ISEIS Makes New Progress on Radar Satellite Remote Sensing Technology for Monitoring Safety of Urban Infrastructures,1
pu0688,PolyU,2006,2006-09-16,SPEED offers tailored training programme for Li &amp; Fung merchandisers,1
cu3767,CUHK,2003,2003-03-28,Re-positioning Hong Kong to Capture the Tourist Boom,1
cu0217,CUHK,2009,2009-06-10,Further Clarification of the Senate Reorganization Process of the Chinese University,1
pu1215,PolyU,2009,2009-10-17,"PolyU's Fifteenth Congregation salutes 9,700 graduates",1
cu0146,CUHK,2009,2009-10-19,CUHK EMBA – Ranked No. 19 Worldwide Among Top 20 Programmes Worldwide for 9 consecutive years (2001-2009),1
cu1050,CUHK,2011,2011-06-23,CUHK Introduces New IT Course for Four-year Curriculum to Nurture Good Netizens ,1
hu0603,HKU,2007,2007-09-07,e-Honour with Books on Teachers' Day 2007,1
cu3793,CUHK,2005,2005-10-12,Commissioner Yang Wenchang lectures on CUHK campus today,1
pu2074,PolyU,2011,2011-03-28,PolyU Graduate School of Business leaps up World Research Rankings,1
pu1761,PolyU,2005,2005-05-17,PolyU wins invention awards in Geneva,1
hu0496,HKU,2016,2016-05-16,HKU’s high academic standards commended in the second QAC Audit Report,1
cu0470,CUHK,2008,2008-09-08,President of Utrecht University Visits The Chinese University of Hong Kong,1
pu1889,PolyU,2010,2010-05-19,PolyU raises fund for Qinghai earthquake,1
pu1643,PolyU,2008,2008-01-14,Mixed Opinions and Less Support Persist with Hong Kong Disneyland,1
hu0823,HKU,2010,2010-12-29,Dean Professor Lee Sum-ping Received Two Distinguished Awards for International Recognition for His Achievements in Scientific Research and Patient Care,1
cu0548,CUHK,2007,2007-09-12,CUHK Business Student Awarded 2007 Rhodes Scholarship,1
cu1169,CUHK,2011,2011-11-03,CUHK and Ximplar Develop World's First Hearing Technology to Integrate Hearing Test and Custom Sound Enhancement ACEHearing Wins Bronze Award and Audience Choice Award at The Wall Street Journal Asian Innovation Awards ,1
hu1422,HKU,2013,2013-05-21,A billion-dollar business puts grouper species and people  in the trade at risk  HKU- led research finds over one-tenth of groupers of at least  20 popular species facing extinction from overfishing and illegal trade,1
pu0973,PolyU,2008,2008-04-10,SDWorks enables commercialization of design students’ projects,1
pu1138,PolyU,2009,2009-04-02,PolyU spearheads research in nanostructured materials,1
pu2603,PolyU,2013,2013-09-11,PolyU Business School Joins Clinton Global Initiative University,1
hu1132,HKU,2003,2003-11-20,Presentation Ceremony of Prizes and Awards for Faculty of Dentistry and Prince Philip Dental Hospital,1
pu1965,PolyU,2010,2010-09-09,PolyU hails support of alumnus with naming of Realink Building,1
hu0866,HKU,2015,2015-03-17,HKU Chemists develop novel fluorescent probe for monitoring cell activities to achieve breakthrough in future drug discovery,1
cu1381,CUHK,2012,2012-09-06,CUHK Professor Shekhar Madhukar Kumta Awarded 2012 UGC Award for Teaching Excellence,1
hu0862,HKU,2015,2015-11-10,Palliative Social Work Satellite Symposium 2015 –  “Harmony in Diversity: Special Foci in Palliative Social Work”,1
cu1704,CUHK,2013,2013-12-03,CUHK Releases the Results of Programme for International Student Assessment 2012,1
cu3666,CUHK,2006,2006-11-21,SHKP and CUHK Present Nobel Laureate Lecture by new winner Edmund S Phelps          ,1
pu1699,PolyU,2006,2006-06-19,PolyU establishes Logistics Research Centre,1
hu1378,HKU,2006,2006-04-25,"Over 100 International Scholars Participated in the 2-day Symposium – The Film Scene: Cinema, the Arts, and Social Change",1
cu1984,CUHK,2015,2015-03-04,Inauguration Ceremony of CUHK Centre for Chinese Classical Learning,1
pu1177,PolyU,2009,2009-06-17,PolyU students stage graduation fashion show,1
cu3650,CUHK,2006,2006-07-31,CUHK Admitted 40% of HKALE Candidates with 3As and Above,1
hu0537,HKU,2016,2016-01-27,HKU appoints interim Vice-President (Academic Staffing and Resources),1
hu0707,HKU,2004,2004-12-07,HKU to Present Honorary University Fellowships to Five Distinguished Persons (Press Invitation),1
pu2680,PolyU,2014,2014-01-21,PolyU tops the world in the field of construction and building technology,1
pu2349,PolyU,2012,2012-09-13,PolyU Mainland Programme Graduates Distinguished Achievement Awardees announced,1
hu0760,HKU,2016,2016-06-06,HKU holds Long Service Award Presentation Ceremony,1
cu3065,CUHK,2003,2003-08-18,CUHK No. 1 Again in MBA Ranking,1
hu1339,HKU,2014,2014-07-02,Preparing women for the board - Harvey Nash and The University of Hong Kong announce third instalment of successful board preparedness programme ,1
cu0612,CUHK,2007,2007-12-05,Programme for International Student Assessment:  Accomplishment and Challenges of Hong Kong Students,1
cu2175,CUHK,2016,2016-01-26,The 6th Global Youth Chinese Literary Award for the New Century Now Open for Entries,1
hu1158,HKU,2015,2015-09-08,“Mexican Big Bang: Paintings by Roberto Turnbull”  Famous abstract painter to exhibit first time in East Asia,1
cu0779,CUHK,2010,2010-05-22,The Sixth Chinese Universities Shakespeare Festival Performance Finals Open to the Public Free Tickets Available,1
pu1495,PolyU,2005,2005-06-24,PolyU invites applications for 2005/06 research postgraduate programmes,1
cu3188,CUHK,2006,2006-04-03,CUHK Study: Girls enjoy reading more and outscore boys in reading in 43 countries,1
pu1723,PolyU,2006,2006-01-04,PolyU BRE Index indicates Hong Kong people expect a marginal dip in housing price expectation while their confidence remains solid,1
cu1594,CUHK,2013,2013-07-31,"Prof. Xu Yangsheng Appointed the First President  of The Chinese University of Hong Kong, Shenzhen",1
pu2301,PolyU,2012,2012-05-22,Opening of China Europa Centre on PolyU campus,1
hu1325,HKU,2010,2010-10-30,HKU Celebrates 20 Years of Excellence in Environmental Management Education,1
pu2158,PolyU,2011,2011-09-27,Hotel ICON celebrates official opening with inspiring design conference and gala dinner,1
cu3590,CUHK,2004,2004-03-26,CUHK Establishes LIM Por-yen Eye Genetics Research Centre,1
pu2043,PolyU,2011,2011-01-14,PolyU study sheds light on driving behaviour of HK motorcyclists,1
cu1621,CUHK,2013,2013-09-11,Hong Kong and Macau Among Top Three Regions in Asia with the Highest Incidence of Inflammatory Bowel Disease CUHK Establishes Registry to Increase Public Awareness,1
pu1532,PolyU,2006,2006-05-23,PolyU to hold Consultation Day for JUPAS applicants,1
pu2104,PolyU,2011,2011-06-01,International Forum on China Hotel Brand Development takes place at Hotel ICON,1
cu2140,CUHK,2015,2015-12-02,CUHK Lee Woo Sing College Joins Hands with Green Island Elephant from Taiwan to Promote Green Education,1
pu0689,PolyU,2006,2006-09-19,Top HK and Mainland Students attracted to PolyU's BBA Programme,1
pu2251,PolyU,2012,2012-02-22,PolyU advances Virtual Simulation technology for construction safety,1
cu0691,CUHK,2007,2007-02-16,CUHK Engineering Scientist Awarded Prestigious German Research Award,1
pu0899,PolyU,2007,2007-10-05,PolyU to hold Education Info Weekend,1
pu1214,PolyU,2009,2009-10-16,PolyU and Meeting Professionals International launch Asia's first Training Centre,1
hu0270,HKU,2013,2013-01-29,HKU and Harvard School of Public Health signs Memorandum of Understanding,1
cu1807,CUHK,2014,2014-05-02,CUHK Green Campus Clinches HKAEE Gold Award for Second Time,1
cu1073,CUHK,2011,2011-07-19,Why is Liver Cancer More Prevalent in Men than in Women? CUHK Discovers a Sex Hormone-controlled Gene that Promotes Liver Cancer ,1
pu1916,PolyU,2010,2010-06-24,Six PolyU innovations honoured in Geneva’s Invention Expo,1
pu1450,PolyU,2007,2007-05-21,PolyU to hold Consultation Day for JUPAS applicants,1
cu0659,CUHK,2008,2008-03-15,FinMan Committee and CUHK Jointly Organize Conference to Explore Human Resources Challenges in the Financial Services Sector,1
cu3265,CUHK,2004,2004-05-18,Innovative Supportive Therapy in Cancer Treatment Induced Complications,1
cu0737,CUHK,2007,2007-06-29,CUHK Spearheads Asian Family Enterprise Studies Continues the Growth Momentum of Family Business in the Region,1
